SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
526,RJ,Rajasthan,RJ_Jhalawar,Jhalawar,3688,9,3655,24,0,1,0,1,0,,
527,RJ,Rajasthan,RJ_Jhunjhunu,Jhunjhunu,4578,5,4518,55,0,4,4,0,0,,
528,RJ,Rajasthan,RJ_Jodhpur,Jodhpur,45046,163,44578,305,0,13,1,12,0,,
529,RJ,Rajasthan,RJ_Karauli,Karauli,1562,3,1539,20,0,2,2,0,0,,
530,RJ,Rajasthan,RJ_Kota,Kota,20008,149,19690,169,0,4,-29,33,0,,
531,RJ,Rajasthan,RJ_Nagaur,Nagaur,10320,30,10195,95,0,2,-2,4,0,,
0,RJ,Rajasthan,RJ_Other State,Other State,189,0,150,39,0,0,0,0,0,,
532,RJ,Rajasthan,RJ_Pali,Pali,11019,10,10900,109,0,2,2,0,0,,
533,RJ,Rajasthan,RJ_Pratapgarh,Pratapgarh,1260,10,1228,22,0,1,1,0,0,,
534,RJ,Rajasthan,RJ_Rajsamand,Rajsamand,4246,42,4160,44,0,4,-3,7,0,,
535,RJ,Rajasthan,RJ_Sawai Madhopur,Sawai Madhopur,2126,2,2097,27,0,0,0,0,0,,
536,RJ,Rajasthan,RJ_Sikar,Sikar,9078,14,8963,101,0,0,-1,1,0,,
537,RJ,Rajasthan,RJ_Sirohi,Sirohi,3769,5,3735,29,0,0,0,0,0,,
538,RJ,Rajasthan,RJ_Tonk,Tonk,3466,4,3426,36,0,2,2,0,0,,
539,RJ,Rajasthan,RJ_Udaipur,Udaipur,11955,119,11713,123,0,15,8,7,0,,
540,SK,Sikkim,SK_East Sikkim,East Sikkim,1633,524,1106,3,0,0,0,0,0,,
541,SK,Sikkim,SK_North Sikkim,North Sikkim,5,4,1,0,0,0,0,0,0,,
542,SK,Sikkim,SK_South Sikkim,South Sikkim,502,429,73,0,0,0,0,0,0,,
543,SK,Sikkim,SK_West Sikkim,West Sikkim,107,92,15,0,0,0,0,0,0,,
0,TG,Telangana,TG_Foreign Evacuees,Foreign Evacuees,33,33,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
0,TG,Telangana,TG_Other State,Other State,250,250,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
576,TG,Telangana,TG_Adilabad,Adilabad,2958,2943,15,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
577,TG,Telangana,TG_Bhadradri Kothagudem,Bhadradri Kothagudem,9086,9082,4,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
578,TG,Telangana,TG_Hyderabad,Hyderabad,80377,80049,305,23,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
579,TG,Telangana,TG_Jagtial,Jagtial,6266,6264,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
580,TG,Telangana,TG_Jangaon,Jangaon,3678,3677,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
581,TG,Telangana,TG_Jayashankar Bhupalapally,Jayashankar Bhupalapally,2556,2556,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
582,TG,Telangana,TG_Jogulamba Gadwal,Jogulamba Gadwal,3375,3349,25,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
583,TG,Telangana,TG_Kamareddy,Kamareddy,5633,5625,8,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
584,TG,Telangana,TG_Karimnagar,Karimnagar,13980,13964,16,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
585,TG,Telangana,TG_Khammam,Khammam,10704,10701,3,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
586,TG,Telangana,TG_Komaram Bheem,Komaram Bheem,1630,1628,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
587,TG,Telangana,TG_Mahabubabad,Mahabubabad,5471,5470,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
588,TG,Telangana,TG_Mahabubnagar,Mahabubnagar,5092,5084,8,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
589,TG,Telangana,TG_Mancherial,Mancherial,5577,5576,0,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
590,TG,Telangana,TG_Medak,Medak,3723,3719,4,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
591,TG,Telangana,TG_Medchal Malkajgiri,Medchal Malkajgiri,19851,19841,9,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
592,TG,Telangana,TG_Mulugu,Mulugu,3017,3015,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
593,TG,Telangana,TG_Nagarkurnool,Nagarkurnool,4435,4433,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
594,TG,Telangana,TG_Nalgonda,Nalgonda,12466,12454,12,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
595,TG,Telangana,TG_Narayanpet,Narayanpet,1124,1123,0,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
596,TG,Telangana,TG_Nirmal,Nirmal,2676,2663,13,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
597,TG,Telangana,TG_Nizamabad,Nizamabad,8242,8212,30,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
598,TG,Telangana,TG_Peddapalli,Peddapalli,5915,5914,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
599,TG,Telangana,TG_Rajanna Sircilla,Rajanna Sircilla,5177,5175,2,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
600,TG,Telangana,TG_Ranga Reddy,Ranga Reddy,24517,24498,17,2,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
601,TG,Telangana,TG_Sangareddy,Sangareddy,8144,8138,6,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
602,TG,Telangana,TG_Siddipet,Siddipet,8024,8023,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
603,TG,Telangana,TG_Suryapet,Suryapet,7119,7095,24,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
604,TG,Telangana,TG_Vikarabad,Vikarabad,2631,2615,15,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
605,TG,Telangana,TG_Wanaparthy,Wanaparthy,3569,3569,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
606,TG,Telangana,TG_Warangal Rural,Warangal Rural,3835,3835,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
607,TG,Telangana,TG_Warangal Urban,Warangal Urban,12002,11979,23,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
608,TG,Telangana,TG_Yadadri Bhuvanagiri,Yadadri Bhuvanagiri,4083,4083,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in Telangana bulletin,
0,TN,Tamil Nadu,TN_Railway Quarantine,Railway Quarantine,428,0,428,0,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Airport Quarantine,Airport Quarantine,1990,12,1976,2,0,0,0,0,0,,
0,TN,Tamil Nadu,TN_Other State,Other State,0,-3,0,3,0,0,0,0,0,,
544,TN,Tamil Nadu,TN_Ariyalur,Ariyalur,4733,17,4667,49,0,0,0,0,0,,
732,TN,Tamil Nadu,TN_Chengalpattu,Chengalpattu,52573,357,51436,780,0,0,0,0,0,,
545,TN,Tamil Nadu,TN_Chennai,Chennai,234837,1753,228942,4142,0,0,0,0,0,[July 22]: 444 backdated deceased entries added to Chennai in TN bulletin.,
546,TN,Tamil Nadu,TN_Coimbatore,Coimbatore,55590,399,54509,682,0,0,0,0,0,,
547,TN,Tamil Nadu,TN_Cuddalore,Cuddalore,25132,53,24792,287,0,0,0,0,0,,
548,TN,Tamil Nadu,TN_Dharmapuri,Dharmapuri,6650,21,6574,55,0,0,0,0,0,,
549,TN,Tamil Nadu,TN_Dindigul,Dindigul,11436,56,11180,200,0,0,0,0,0,,
550,TN,Tamil Nadu,TN_Erode,Erode,14756,120,14486,150,0,0,0,0,0,,
734,TN,Tamil Nadu,TN_Kallakurichi,Kallakurichi,10905,4,10793,108,0,0,0,0,0,,
551,TN,Tamil Nadu,TN_Kancheepuram,Kancheepuram,29490,71,28973,446,0,0,0,0,0,,
552,TN,Tamil Nadu,TN_Kanyakumari,Kanyakumari,17063,62,16740,261,0,0,0,0,0,,
553,TN,Tamil Nadu,TN_Karur,Karur,5494,31,5413,50,0,0,0,0,0,,
554,TN,Tamil Nadu,TN_Krishnagiri,Krishnagiri,8150,31,8001,118,0,0,0,0,0,,
555,TN,Tamil Nadu,TN_Madurai,Madurai,21212,55,20697,460,0,0,0,0,0,,
556,TN,Tamil Nadu,TN_Nagapattinam,Nagapattinam,8583,48,8402,133,0,0,0,0,0,,
557,TN,Tamil Nadu,TN_Namakkal,Namakkal,11791,39,11641,111,0,0,0,0,0,,
564,TN,Tamil Nadu,TN_Nilgiris,Nilgiris,8339,63,8228,48,0,0,0,0,0,,
558,TN,Tamil Nadu,TN_Perambalur,Perambalur,2283,4,2258,21,0,0,0,0,0,,
559,TN,Tamil Nadu,TN_Pudukkottai,Pudukkottai,11643,21,11465,157,0,0,0,0,0,,
560,TN,Tamil Nadu,TN_Ramanathapuram,Ramanathapuram,6466,15,6314,137,0,0,0,0,0,,
733,TN,Tamil Nadu,TN_Ranipet,Ranipet,16218,21,16008,189,0,0,0,0,0,,
561,TN,Tamil Nadu,TN_Salem,Salem,32699,71,32161,467,0,0,0,0,0,,
562,TN,Tamil Nadu,TN_Sivaganga,Sivaganga,6771,48,6597,126,0,0,0,0,0,,
731,TN,Tamil Nadu,TN_Tenkasi,Tenkasi,8521,36,8326,159,0,0,0,0,0,,
563,TN,Tamil Nadu,TN_Thanjavur,Thanjavur,18033,90,17691,252,0,0,0,0,0,,
565,TN,Tamil Nadu,TN_Theni,Theni,17151,10,16934,207,0,0,0,0,0,,
566,TN,Tamil Nadu,TN_Thiruvallur,Thiruvallur,44107,147,43262,698,0,0,0,0,0,,
567,TN,Tamil Nadu,TN_Thiruvarur,Thiruvarur,11335,48,11176,111,0,0,0,0,0,,
568,TN,Tamil Nadu,TN_Thoothukkudi,Thoothukkudi,16347,22,16182,143,0,0,0,0,0,,
569,TN,Tamil Nadu,TN_Tiruchirappalli,Tiruchirappalli,14941,49,14709,183,0,0,0,0,0,,
570,TN,Tamil Nadu,TN_Tirunelveli,Tirunelveli,15713,51,15448,214,0,0,0,0,0,,
735,TN,Tamil Nadu,TN_Tirupathur,Tirupathur,7630,9,7495,126,0,0,0,0,0,,
571,TN,Tamil Nadu,TN_Tiruppur,Tiruppur,18286,117,17945,224,0,0,0,0,0,,
572,TN,Tamil Nadu,TN_Tiruvannamalai,Tiruvannamalai,19472,28,19160,284,0,0,0,0,0,,
573,TN,Tamil Nadu,TN_Vellore,Vellore,20956,49,20557,350,0,0,0,0,0,,
574,TN,Tamil Nadu,TN_Viluppuram,Viluppuram,15255,21,15121,113,0,0,0,0,0,,
575,TN,Tamil Nadu,TN_Virudhunagar,Virudhunagar,16650,16,16402,232,0,0,0,0,0,,
609,TR,Tripura,TR_Dhalai,Dhalai,3473,0,3454,18,1,0,0,0,0,,
610,TR,Tripura,TR_Gomati,Gomati,3930,0,3885,44,1,0,0,0,0,,
611,TR,Tripura,TR_Khowai,Khowai,1843,0,1812,31,0,0,0,0,0,,
612,TR,Tripura,TR_North Tripura,North Tripura,2759,0,2736,16,7,0,0,0,0,,
613,TR,Tripura,TR_Sipahijala,Sipahijala,2881,0,2842,39,0,0,0,0,0,,
614,TR,Tripura,TR_South Tripura,South Tripura,4057,1,4030,23,3,0,0,0,0,,
615,TR,Tripura,TR_Unokoti,Unokoti,2767,0,2744,23,0,0,0,0,0,,
616,TR,Tripura,TR_West Tripura,West Tripura,11687,24,11458,194,11,0,-22,22,0,,
617,UP,Uttar Pradesh,UP_Agra,Agra,10530,19,10337,174,0,0,0,0,0,,
618,UP,Uttar Pradesh,UP_Aligarh,Aligarh,11440,18,11366,56,0,0,0,0,0,,
619,UP,Uttar Pradesh,UP_Ambedkar Nagar,Ambedkar Nagar,1915,21,1850,44,0,0,0,0,0,,
620,UP,Uttar Pradesh,UP_Amethi,Amethi,3752,4,3709,39,0,0,0,0,0,,
621,UP,Uttar Pradesh,UP_Amroha,Amroha,4349,9,4290,50,0,0,0,0,0,,
622,UP,Uttar Pradesh,UP_Auraiya,Auraiya,3535,28,3460,47,0,0,0,0,0,,
765,UP,Uttar Pradesh,UP_Ayodhya,Ayodhya,8166,11,8031,124,0,0,0,0,0,,
623,UP,Uttar Pradesh,UP_Azamgarh,Azamgarh,6045,5,5945,95,0,0,0,0,0,,
624,UP,Uttar Pradesh,UP_Baghpat,Baghpat,2334,1,2297,36,0,0,0,0,0,,
625,UP,Uttar Pradesh,UP_Bahraich,Bahraich,4140,4,4060,76,0,0,0,0,0,,
626,UP,Uttar Pradesh,UP_Ballia,Ballia,7897,116,7675,106,0,0,0,0,0,,
627,UP,Uttar Pradesh,UP_Balrampur,Balrampur,2213,42,2135,36,0,0,0,0,0,,
628,UP,Uttar Pradesh,UP_Banda,Banda,3867,6,3818,43,0,0,0,0,0,,
629,UP,Uttar Pradesh,UP_Barabanki,Barabanki,7824,14,7708,102,0,0,0,0,0,,
630,UP,Uttar Pradesh,UP_Bareilly,Bareilly,14662,27,14469,166,0,0,0,0,0,,
631,UP,Uttar Pradesh,UP_Basti,Basti,5364,32,5233,99,0,0,0,0,0,,
632,UP,Uttar Pradesh,UP_Bhadohi,Bhadohi,2251,30,2198,23,0,0,0,0,0,,
633,UP,Uttar Pradesh,UP_Bijnor,Bijnor,4420,4,4352,64,0,0,0,0,0,,
634,UP,Uttar Pradesh,UP_Budaun,Budaun,4062,1,4016,45,0,0,0,0,0,,
635,UP,Uttar Pradesh,UP_Bulandshahr,Bulandshahr,6310,18,6198,94,0,0,0,0,0,,
636,UP,Uttar Pradesh,UP_Chandauli,Chandauli,4881,7,4807,67,0,0,0,0,0,,
637,UP,Uttar Pradesh,UP_Chitrakoot,Chitrakoot,2191,3,2173,15,0,0,0,0,0,,
638,UP,Uttar Pradesh,UP_Deoria,Deoria,6764,12,6657,95,0,0,0,0,0,,
639,UP,Uttar Pradesh,UP_Etah,Etah,2534,7,2498,29,0,0,0,0,0,,
640,UP,Uttar Pradesh,UP_Etawah,Etawah,5770,36,5628,106,0,0,0,0,0,,
642,UP,Uttar Pradesh,UP_Farrukhabad,Farrukhabad,4718,10,4620,88,0,0,0,0,0,,
643,UP,Uttar Pradesh,UP_Fatehpur,Fatehpur,3837,70,3699,68,0,0,0,0,0,,
644,UP,Uttar Pradesh,UP_Firozabad,Firozabad,3910,26,3816,68,0,0,0,0,0,,
645,UP,Uttar Pradesh,UP_Gautam Buddha Nagar,Gautam Buddha Nagar,25496,59,25346,91,0,0,0,0,0,,
646,UP,Uttar Pradesh,UP_Ghaziabad,Ghaziabad,26735,61,26572,102,0,0,0,0,0,,
647,UP,Uttar Pradesh,UP_Ghazipur,Ghazipur,5263,12,5159,92,0,0,0,0,0,,
648,UP,Uttar Pradesh,UP_Gonda,Gonda,5068,1,4997,70,0,0,0,0,0,,
649,UP,Uttar Pradesh,UP_Gorakhpur,Gorakhpur,21459,11,21083,365,0,0,0,0,0,,
650,UP,Uttar Pradesh,UP_Hamirpur,Hamirpur,1588,5,1562,21,0,0,0,0,0,,
651,UP,Uttar Pradesh,UP_Hapur,Hapur,4430,18,4344,68,0,0,0,0,0,,
652,UP,Uttar Pradesh,UP_Hardoi,Hardoi,5943,9,5822,112,0,0,0,0,0,,
653,UP,Uttar Pradesh,UP_Hathras,Hathras,1317,5,1305,7,0,0,0,0,0,,
654,UP,Uttar Pradesh,UP_Jalaun,Jalaun,3988,23,3918,47,0,0,0,0,0,,
655,UP,Uttar Pradesh,UP_Jaunpur,Jaunpur,6724,13,6612,99,0,0,0,0,0,,
656,UP,Uttar Pradesh,UP_Jhansi,Jhansi,10447,14,10255,178,0,0,0,0,0,,
657,UP,Uttar Pradesh,UP_Kannauj,Kannauj,3499,2,3448,49,0,0,0,0,0,,
658,UP,Uttar Pradesh,UP_Kanpur Dehat,Kanpur Dehat,2139,25,2078,36,0,0,0,0,0,,
659,UP,Uttar Pradesh,UP_Kanpur Nagar,Kanpur Nagar,32999,43,32118,838,0,0,0,0,0,,
660,UP,Uttar Pradesh,UP_Kasganj,Kasganj,1965,1,1958,6,0,0,0,0,0,,
661,UP,Uttar Pradesh,UP_Kaushambi,Kaushambi,2268,3,2238,27,0,0,0,0,0,,
663,UP,Uttar Pradesh,UP_Kushinagar,Kushinagar,5711,45,5604,62,0,0,0,0,0,,
662,UP,Uttar Pradesh,UP_Lakhimpur Kheri,Lakhimpur Kheri,7667,23,7545,99,0,0,0,0,0,,
664,UP,Uttar Pradesh,UP_Lalitpur,Lalitpur,3483,24,3412,47,0,0,0,0,0,,
665,UP,Uttar Pradesh,UP_Lucknow,Lucknow,81814,288,80340,1186,0,0,0,0,0,,
667,UP,Uttar Pradesh,UP_Maharajganj,Maharajganj,5811,0,5720,91,0,0,0,0,0,,
666,UP,Uttar Pradesh,UP_Mahoba,Mahoba,1477,1,1464,12,0,0,0,0,0,,
668,UP,Uttar Pradesh,UP_Mainpuri,Mainpuri,3851,15,3760,76,0,0,0,0,0,,
669,UP,Uttar Pradesh,UP_Mathura,Mathura,6830,8,6709,113,0,0,0,0,0,,
670,UP,Uttar Pradesh,UP_Mau,Mau,3067,3,3025,39,0,0,0,0,0,,
671,UP,Uttar Pradesh,UP_Meerut,Meerut,22384,294,21650,440,0,0,0,0,0,,
672,UP,Uttar Pradesh,UP_Mirzapur,Mirzapur,3458,10,3402,46,0,0,0,0,0,,
673,UP,Uttar Pradesh,UP_Moradabad,Moradabad,11889,6,11699,184,0,0,0,0,0,,
674,UP,Uttar Pradesh,UP_Muzaffarnagar,Muzaffarnagar,8874,4,8759,111,0,0,0,0,0,,
675,UP,Uttar Pradesh,UP_Pilibhit,Pilibhit,4204,6,4114,84,0,0,0,0,0,,
676,UP,Uttar Pradesh,UP_Pratapgarh,Pratapgarh,5420,6,5340,74,0,0,0,0,0,,
677,UP,Uttar Pradesh,UP_Prayagraj,Prayagraj,29309,140,28760,409,0,0,0,0,0,,
678,UP,Uttar Pradesh,UP_Rae Bareli,Rae Bareli,5548,7,5430,111,0,0,0,0,0,,
679,UP,Uttar Pradesh,UP_Rampur,Rampur,5529,8,5463,58,0,0,0,0,0,,
680,UP,Uttar Pradesh,UP_Saharanpur,Saharanpur,10110,18,9957,135,0,0,0,0,0,,
681,UP,Uttar Pradesh,UP_Sambhal,Sambhal,3210,64,3101,45,0,0,0,0,0,,
682,UP,Uttar Pradesh,UP_Sant Kabir Nagar,Sant Kabir Nagar,3428,13,3371,44,0,0,0,0,0,,
683,UP,Uttar Pradesh,UP_Shahjahanpur,Shahjahanpur,6959,16,6830,113,0,0,0,0,0,,
684,UP,Uttar Pradesh,UP_Shamli,Shamli,3662,2,3629,31,0,0,0,0,0,,
685,UP,Uttar Pradesh,UP_Shrawasti,Shrawasti,1370,4,1348,18,0,0,0,0,0,,
686,UP,Uttar Pradesh,UP_Siddharthnagar,Siddharthnagar,4090,17,4020,53,0,0,0,0,0,,
687,UP,Uttar Pradesh,UP_Sitapur,Sitapur,4849,8,4758,83,0,0,0,0,0,,
688,UP,Uttar Pradesh,UP_Sonbhadra,Sonbhadra,5022,41,4906,75,0,0,0,0,0,,
689,UP,Uttar Pradesh,UP_Sultanpur,Sultanpur,4995,66,4852,77,0,0,0,0,0,,
690,UP,Uttar Pradesh,UP_Unnao,Unnao,4561,121,4354,86,0,0,0,0,0,,
691,UP,Uttar Pradesh,UP_Varanasi,Varanasi,23512,46,23010,456,0,0,0,0,0,,
692,UT,Uttarakhand,UT_Almora,Almora,3259,26,3081,25,127,0,0,0,0,,
693,UT,Uttarakhand,UT_Bageshwar,Bageshwar,1534,3,1488,17,26,0,0,0,0,,
694,UT,Uttarakhand,UT_Chamoli,Chamoli,3486,10,3373,15,88,0,0,0,0,,
695,UT,Uttarakhand,UT_Champawat,Champawat,1819,13,1790,9,7,0,0,0,0,,
696,UT,Uttarakhand,UT_Dehradun,Dehradun,29619,66,28152,962,439,0,0,0,0,,
697,UT,Uttarakhand,UT_Haridwar,Haridwar,14137,107,13697,158,175,0,0,0,0,,
698,UT,Uttarakhand,UT_Nainital,Nainital,12636,66,12254,237,79,0,0,0,0,,
699,UT,Uttarakhand,UT_Pauri Garhwal,Pauri Garhwal,5145,28,5033,60,24,0,0,0,0,,
700,UT,Uttarakhand,UT_Pithoragarh,Pithoragarh,3361,12,3291,47,11,0,0,0,0,,
701,UT,Uttarakhand,UT_Rudraprayag,Rudraprayag,2270,2,2251,10,7,0,0,0,0,,
702,UT,Uttarakhand,UT_Tehri Garhwal,Tehri Garhwal,4227,15,4026,16,170,0,0,0,0,,
703,UT,Uttarakhand,UT_Udham Singh Nagar,Udham Singh Nagar,11538,31,11267,117,123,0,0,0,0,,
704,UT,Uttarakhand,UT_Uttarkashi,Uttarkashi,3789,9,3645,17,118,0,0,0,0,,
705,WB,West Bengal,WB_Alipurduar,Alipurduar,7705,3,7616,86,0,0,0,0,0,,
706,WB,West Bengal,WB_Bankura,Bankura,11940,60,11788,92,0,0,0,0,0,,
707,WB,West Bengal,WB_Birbhum,Birbhum,10035,70,9876,89,0,0,0,0,0,,
708,WB,West Bengal,WB_Cooch Behar,Cooch Behar,11835,7,11756,72,0,0,0,0,0,,
709,WB,West Bengal,WB_Dakshin Dinajpur,Dakshin Dinajpur,8179,6,8099,74,0,0,0,0,0,,
710,WB,West Bengal,WB_Darjeeling,Darjeeling,18423,65,18155,203,0,0,0,0,0,,
711,WB,West Bengal,WB_Hooghly,Hooghly,29620,88,29036,496,0,0,0,0,0,,
712,WB,West Bengal,WB_Howrah,Howrah,35784,130,34608,1046,0,0,0,0,0,,
713,WB,West Bengal,WB_Jalpaiguri,Jalpaiguri,14693,57,14473,163,0,0,0,0,0,,
714,WB,West Bengal,WB_Jhargram,Jhargram,3047,9,3016,22,0,0,0,0,0,,
715,WB,West Bengal,WB_Kalimpong,Kalimpong,2235,10,2198,27,0,0,0,0,0,,
716,WB,West Bengal,WB_Kolkata,Kolkata,129130,1127,124906,3097,0,0,0,0,0,,
717,WB,West Bengal,WB_Malda,Malda,12686,22,12550,114,0,0,0,0,0,,
719,WB,West Bengal,WB_Murshidabad,Murshidabad,12302,24,12129,149,0,0,0,0,0,,
720,WB,West Bengal,WB_Nadia,Nadia,22622,60,22243,319,0,0,0,0,0,,
721,WB,West Bengal,WB_North 24 Parganas,North 24 Parganas,122949,938,119507,2504,0,0,0,0,0,,
0,WB,West Bengal,WB_Other State,Other State,66,0,63,3,0,0,0,0,0,,
722,WB,West Bengal,WB_Paschim Bardhaman,Paschim Bardhaman,16357,176,16012,169,0,0,0,0,0,,
718,WB,West Bengal,WB_Paschim Medinipur,Paschim Medinipur,20226,52,19865,309,0,0,0,0,0,,
723,WB,West Bengal,WB_Purba Bardhaman,Purba Bardhaman,12678,44,12531,103,0,0,0,0,0,,
724,WB,West Bengal,WB_Purba Medinipur,Purba Medinipur,20674,94,20301,279,0,0,0,0,0,,
725,WB,West Bengal,WB_Purulia,Purulia,7262,85,7128,49,0,0,0,0,0,,
726,WB,West Bengal,WB_South 24 Parganas,South 24 Parganas,37169,187,36268,714,0,0,0,0,0,,
727,WB,West Bengal,WB_Uttar Dinajpur,Uttar Dinajpur,6684,63,6544,77,0,0,0,0,0,,
728,AN,Andaman and Nicobar Islands,AN_Unknown,Unknown,4964,-15,4917,62,0,0,0,0,0,,
729,AP,Andhra Pradesh,AP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
730,AR,Arunachal Pradesh,AR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
731,AS,Assam,AS_Unknown,Unknown,102327,-68150,168834,296,1347,0,0,0,0,,
732,BR,Bihar,BR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
733,CH,Chandigarh,CH_Unknown,Unknown,73,10,61,2,0,0,0,0,0,,
734,CT,Chhattisgarh,CT_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
735,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
737,DL,Delhi,DL_Unknown,Unknown,637805,382,626519,10904,0,0,0,0,0,,
738,GA,Goa,GA_Unknown,Unknown,48392,-3095,50888,599,0,0,0,0,0,,
739,GJ,Gujarat,GJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
740,HR,Haryana,HR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
741,HP,Himachal Pradesh,HP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
742,JK,Jammu and Kashmir,JK_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
743,JH,Jharkhand,JH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
744,KA,Karnataka,KA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
745,KL,Kerala,KL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
746,LA,Ladakh,LA_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
747,LD,Lakshadweep,LD_Unknown,Unknown,14,-11,25,0,0,0,0,0,0,,
748,MP,Madhya Pradesh,MP_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
749,MH,Maharashtra,MH_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
750,MN,Manipur,MN_Unknown,Unknown,1412,-25561,26912,61,0,0,0,0,0,,
751,ML,Meghalaya,ML_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
752,MZ,Mizoram,MZ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
753,NL,Nagaland,NL_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
754,OR,Odisha,OR_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
755,PY,Puducherry,PY_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
756,PB,Punjab,PB_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
757,RJ,Rajasthan,RJ_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
758,SK,Sikkim,SK_Unknown,Unknown,3885,-1002,4658,132,97,0,0,0,0,,
759,TN,Tamil Nadu,TN_Unknown,Unknown,0,0,0,0,0,0,0,0,0,,
760,TG,Telangana,TG_Unknown,Unknown,1048,-294783,294231,1600,0,0,0,0,0,,
